dist,rssi
3.5,-7.6000000e+01
3.5,-8.2000000e+01
3.5,-8.2000000e+01
3.5,-7.8000000e+01
3.5,-8.2000000e+01
3.5,-7.8000000e+01
3.5,-8.1000000e+01
3.5,-8.2000000e+01
3.5,-7.8000000e+01
3.5,-7.7000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-8.1000000e+01
3.5,-8.0000000e+01
3.5,-7.6000000e+01
3.5,-7.8000000e+01
3.5,-8.0000000e+01
3.5,-7.6000000e+01
3.5,-8.2000000e+01
3.5,-7.3000000e+01
3.5,-7.9000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-7.6000000e+01
3.5,-7.6000000e+01
3.5,-7.3000000e+01
3.5,-7.7000000e+01
3.5,-7.8000000e+01
3.5,-7.5000000e+01
3.5,-7.4000000e+01
3.5,-7.2000000e+01
3.5,-7.1000000e+01
3.5,-6.8000000e+01
3.5,-7.3000000e+01
3.5,-7.7000000e+01
3.5,-7.4000000e+01
3.5,-7.3000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-8.3000000e+01
3.5,-7.8000000e+01
3.5,-8.2000000e+01
3.5,-7.6000000e+01
3.5,-7.6000000e+01
3.5,-7.8000000e+01
3.5,-7.8000000e+01
3.5,-8.2000000e+01
3.5,-7.8000000e+01
3.5,-7.8000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-8.3000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-8.2000000e+01
3.5,-8.2000000e+01
3.5,-7.7000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-8.2000000e+01
3.5,-8.0000000e+01
3.5,-7.7000000e+01
3.5,-7.7000000e+01
3.5,-7.7000000e+01
3.5,-7.5000000e+01
3.5,-7.6000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-7.7000000e+01
3.5,-8.2000000e+01
3.5,-7.6000000e+01
3.5,-7.6000000e+01
3.5,-8.1000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-8.2000000e+01
3.5,-7.8000000e+01
3.5,-8.2000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-8.2000000e+01
3.5,-8.2000000e+01
3.5,-7.6000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-7.6000000e+01
3.5,-8.2000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-8.2000000e+01
3.5,-7.8000000e+01
3.5,-8.2000000e+01
3.5,-7.5000000e+01
3.5,-7.4000000e+01
3.5,-7.8000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-7.9000000e+01
3.5,-8.2000000e+01
3.5,-7.8000000e+01
3.5,-7.8000000e+01
3.5,-7.7000000e+01
3.5,-7.4000000e+01
3.5,-7.9000000e+01
3.5,-7.6000000e+01
3.5,-7.9000000e+01
3.5,-7.5000000e+01
3.5,-7.7000000e+01
3.5,-7.8000000e+01
3.5,-7.8000000e+01
3.5,-7.8000000e+01
3.5,-7.9000000e+01
3.5,-7.7000000e+01
3.5,-7.8000000e+01
3.5,-7.5000000e+01
3.5,-8.0000000e+01
3.5,-7.5000000e+01
3.5,-7.8000000e+01
3.5,-7.8000000e+01
3.5,-7.6000000e+01
3.5,-7.8000000e+01
3.5,-7.9000000e+01
3.5,-7.7000000e+01
3.5,-7.8000000e+01
3.5,-7.9000000e+01
3.5,-7.7000000e+01
3.5,-7.5000000e+01
3.5,-7.9000000e+01
3.5,-7.5000000e+01
3.5,-7.7000000e+01
3.5,-7.5000000e+01
3.5,-7.5000000e+01
4.0,-8.3000000e+01
4.0,-7.9000000e+01
4.0,-8.2000000e+01
4.0,-7.8000000e+01
4.0,-7.7000000e+01
4.0,-8.2000000e+01
4.0,-7.9000000e+01
4.0,-7.7000000e+01
4.0,-8.2000000e+01
4.0,-7.8000000e+01
4.0,-8.4000000e+01
4.0,-7.7000000e+01
4.0,-7.7000000e+01
4.0,-8.3000000e+01
4.0,-7.8000000e+01
4.0,-7.7000000e+01
4.0,-8.2000000e+01
4.0,-7.8000000e+01
4.0,-7.8000000e+01
4.0,-7.7000000e+01
4.0,-7.8000000e+01
4.0,-8.3000000e+01
4.0,-7.8000000e+01
4.0,-7.7000000e+01
4.0,-7.7000000e+01
4.0,-8.3000000e+01
4.0,-7.7000000e+01
4.0,-7.8000000e+01
4.0,-7.6000000e+01
4.0,-8.2000000e+01
4.0,-7.9000000e+01
4.0,-7.7000000e+01
4.0,-7.8000000e+01
4.0,-8.2000000e+01
4.0,-7.7000000e+01
4.0,-7.7000000e+01
4.0,-8.4000000e+01
4.0,-7.8000000e+01
4.0,-7.9000000e+01
4.0,-7.8000000e+01
4.0,-8.4000000e+01
4.0,-7.7000000e+01
4.0,-8.3000000e+01
4.0,-8.4000000e+01
4.0,-7.8000000e+01
4.0,-7.9000000e+01
4.0,-8.2000000e+01
4.0,-7.6000000e+01
4.0,-7.7000000e+01
4.0,-8.3000000e+01
4.0,-7.6000000e+01
4.0,-7.7000000e+01
4.0,-7.9000000e+01
4.0,-8.4000000e+01
4.0,-8.2000000e+01
4.0,-8.3000000e+01
4.0,-7.9000000e+01
4.0,-7.7000000e+01
4.0,-8.3000000e+01
4.0,-7.8000000e+01
4.0,-7.7000000e+01
4.0,-8.3000000e+01
4.0,-7.8000000e+01
4.0,-7.7000000e+01
4.0,-8.3000000e+01
4.0,-7.9000000e+01
4.0,-7.7000000e+01
4.0,-8.3000000e+01
4.0,-7.8000000e+01
4.0,-7.7000000e+01
4.0,-8.2000000e+01
4.0,-7.7000000e+01
4.0,-7.6000000e+01
4.0,-8.2000000e+01
4.0,-7.8000000e+01
4.0,-7.8000000e+01
4.0,-8.0000000e+01
4.0,-7.7000000e+01
4.0,-7.9000000e+01
4.0,-7.9000000e+01
4.0,-8.0000000e+01
4.0,-7.9000000e+01
4.0,-7.9000000e+01
4.0,-7.8000000e+01
4.0,-8.2000000e+01
4.0,-7.9000000e+01
4.0,-7.7000000e+01
4.0,-8.3000000e+01
4.0,-8.0000000e+01
4.0,-7.8000000e+01
4.0,-7.8000000e+01
4.0,-7.7000000e+01
4.0,-7.7000000e+01
4.0,-7.4000000e+01
4.0,-7.8000000e+01
4.0,-7.4000000e+01
4.0,-7.6000000e+01
4.0,-8.3000000e+01
4.0,-7.8000000e+01
4.0,-7.4000000e+01
4.0,-7.6000000e+01
4.0,-7.4000000e+01
4.0,-7.3000000e+01
4.0,-8.4000000e+01
4.0,-7.6000000e+01
4.0,-7.8000000e+01
4.0,-7.8000000e+01
4.0,-8.4000000e+01
4.0,-7.8000000e+01
4.0,-8.0000000e+01
4.0,-8.2000000e+01
4.0,-7.7000000e+01
4.0,-7.9000000e+01
4.0,-7.7000000e+01
4.0,-7.7000000e+01
4.0,-7.7000000e+01
4.0,-8.0000000e+01
4.0,-7.9000000e+01
4.0,-7.8000000e+01
4.0,-8.7000000e+01
4.0,-7.8000000e+01
4.0,-7.4000000e+01
4.0,-7.9000000e+01
4.0,-8.0000000e+01
4.0,-7.8000000e+01
4.0,-7.6000000e+01
4.0,-7.5000000e+01
4.0,-7.7000000e+01
4.0,-7.6000000e+01
4.0,-8.7000000e+01
4.0,-7.8000000e+01
4.0,-8.6000000e+01
4.0,-7.9000000e+01
4.0,-7.9000000e+01
4.0,-8.0000000e+01
4.0,-7.4000000e+01
4.0,-8.0000000e+01
4.0,-7.9000000e+01
4.0,-7.4000000e+01
4.0,-7.4000000e+01
4.0,-7.9000000e+01
4.0,-7.4000000e+01
4.0,-7.8000000e+01
4.0,-7.6000000e+01
4.0,-7.3000000e+01
4.0,-8.4000000e+01
